"","horse_id","horse_name","cluster"
"889",889,"Mo Flash",8
"890",890,"Cathy Naz",6
"891",891,"Leah's Dream",6
"892",892,"Orchid Party",7
"893",893,"Cryinthemoonlight",5
"894",894,"Seed Money",6
"895",895,"Six Brothers",9
"896",896,"Tiger Man",9
"897",897,"Clara Allen",5
"898",898,"Bizness Beauty",4
"899",899,"Satin Sheets",4
"900",900,"Zabaione",7
"901",901,"Dublin Leprechaun",5
"902",902,"Blessed Honour",7
"903",903,"Bluegrass Jamboree",7
"904",904,"Noble Freud",3
"905",905,"Princessof Philmar",7
"906",906,"Thinkingofglenn",7
"907",907,"Diamond N Simon",7
"908",908,"Double the Bet",7
"909",909,"Haikal",5
"910",910,"Joevia",8
"911",911,"Jump for Alex",3
"912",912,"Cocoa Bella",3
"913",913,"Overheated",7
"914",914,"Deserted",7
"915",915,"Caoimhe",3
"916",916,"Spectator Sport",4
"917",917,"Unbridled Mesa",6
"918",918,"Our Last Buck",6
"919",919,"Lem Me Tel Ya",7
"920",920,"Eddie Boy",7
"921",921,"She Makes Me Smile",6
"922",922,"Honey Graeme",7
"923",923,"Nth Degree",7
"924",924,"Rachel's Blue Moon",5
"925",925,"Ironclad",7
"926",926,"Frostie Anne",6
"927",927,"Midnight Disguise",7
"928",928,"Bonita Bianca",6
"929",929,"Frosty Margarita",3
"930",930,"Zealous",7
"931",931,"Rucksack",7
"932",932,"Mutaraabit",3
"933",933,"Replicator",7
"934",934,"Clonedsimmard",7
"935",935,"It's a Shaw Thing",7
"936",936,"Phil's Babe",3
"937",937,"Gaby Vee",3
"938",938,"Lemon Crush",4
"939",939,"Astrology Hill",5
"940",940,"Thenorthremembers",4
"941",941,"Asher the Dasher",8
"942",942,"Jump Ruler",6
"943",943,"D J's Favorite",3
"944",944,"Face It",3
"945",945,"Unbridledadventure",6
"946",946,"Magari",7
"947",947,"Tequila Sunday",6
"948",948,"Lolli",3
"949",949,"Thread the Needle",3
"950",950,"Trimmed in Grey",3
"951",951,"Dazzle Me",3
"952",952,"Becca Takes Charge",7
"953",953,"Champayne",3
"954",954,"Imasuperstar",3
"955",955,"Gun for Hire",3
"956",956,"Beach Access",4
"957",957,"Takeoff",7
"958",958,"Indimaaj",3
"959",959,"Holiday Disguise",7
"960",960,"Absatootly",3
"961",961,"Startwithsilver",5
"962",962,"I Still Miss You",5
"963",963,"Queeb",5
"964",964,"Icey Cash",1
"965",965,"Inflection",8
"966",966,"Monaghan",7
"967",967,"Chef Funny Money",5
"968",968,"Smooth Quality",3
"969",969,"Cadeau de Paix",4
"970",970,"Restructure",4
"971",971,"Appreciate",6
"972",972,"Discreet Mission",3
"973",973,"Will Dancer",5
"974",974,"Inclunation",6
"975",975,"Eddy Dirt",4
"976",976,"Gallant Bid",8
"977",977,"Blewitt",7
"978",978,"Preston Court",7
"979",979,"Candy Smile",3
"980",980,"Neper",7
"981",981,"Thesis",4
"982",982,"Mend Up",4
"983",983,"Power Source",3
"984",984,"Mac's Revolution",7
"985",985,"Brother Tez",5
"986",986,"Twisted Tom",4
"987",987,"Loki's Vengeance",3
"988",988,"Saratoga Promise",9
"989",989,"Da Berg",6
"990",990,"Freudian Sip",4
"991",991,"Bobby Man",6
"992",992,"The Sinner Is You",7
"993",993,"Fotis",4
"994",994,"Millionaire Joe",6
"995",995,"Star Sweep",3
"996",996,"Alphardini",8
"997",997,"Thank You So Much",8
"998",998,"First Dawn",9
"999",999,"Chilly in Charge",7
"1000",1000,"Summer Squeeze",7
"1001",1001,"Cirque",9
"1002",1002,"Riken",6
"1003",1003,"Strive for a Cure",3
"1004",1004,"Beachside",8
"1005",1005,"Sudden Surprise",6
"1006",1006,"Bluegrass Express",5
"1007",1007,"Wisconsin Night",4
"1008",1008,"Claire's Kitty",5
"1009",1009,"Moon Tweet",3
"1010",1010,"Reigning Fire",3
"1011",1011,"Carlisle Belle",6
"1012",1012,"Eight Minute Ellie",7
"1013",1013,"Avalina",4
"1014",1014,"Xanthique",7
"1015",1015,"Mom I Forgive You",7
"1016",1016,"Fitzwillie",7
"1017",1017,"Royal Albert Hall (GB)",6
"1018",1018,"Eagle Pass",4
"1019",1019,"Hokulea",4
"1020",1020,"Prompt",4
"1021",1021,"Nicodemus",7
"1022",1022,"Business Cycle",4
"1023",1023,"Guacamole",3
"1024",1024,"Hey Mamaluke",3
"1025",1025,"Amandasromeo",3
"1026",1026,"Fair Lassie",1
"1027",1027,"Topline",6
"1028",1028,"Barbara P",7
"1029",1029,"Detective Kid",5
"1030",1030,"Somebody",4
"1031",1031,"Support Our Cause",4
"1032",1032,"Garsoon",6
"1033",1033,"G Zap",7
"1034",1034,"Laura's Posse",4
"1035",1035,"Panther Creek",5
"1036",1036,"Tiz No Bluff",6
"1037",1037,"She's Not Bluffing",6
"1038",1038,"Crick",6
"1039",1039,"Jibber Jabber",5
"1040",1040,"Behind the Couch",8
"1041",1041,"Lady Macho",4
"1042",1042,"Mo Savings",3
"1043",1043,"Arch's Smile",3
"1044",1044,"Queen of Umaill",5
"1045",1045,"Formal Start",6
"1046",1046,"Suas",3
"1047",1047,"Lohengrin Two",5
"1048",1048,"Wushu Warrior",7
"1049",1049,"War Tocsin",7
"1050",1050,"Tri Saint Lorenzo",7
"1051",1051,"Miami Mumbles",7
"1052",1052,"Freedom Prince",4
"1053",1053,"Tariff Tantrum",4
"1054",1054,"Pepper Lane",4
"1055",1055,"Forgotten Hero",6
"1056",1056,"O Shea Can U See",6
"1057",1057,"Drummer Don",3
"1058",1058,"Lonhtwist",7
"1059",1059,"Camouflaged Kisser",8
"1060",1060,"Tale of Mist",4
"1061",1061,"Devine Dental",7
"1062",1062,"Blinded Vision",3
"1063",1063,"Swiping Dan",6
"1064",1064,"Hailey's Flip",5
"1065",1065,"Picture Day",8
"1066",1066,"Creative Style",8
"1067",1067,"Dynamite Kitten",6
"1068",1068,"Whistling Birds",7
"1069",1069,"Captain Frost",5
"1070",1070,"Mr Wonderful",7
"1071",1071,"Coolboy",6
"1072",1072,"Colorado Grandslam",5
"1073",1073,"Give Me a Hug",3
"1074",1074,"Plum Bay",5
"1075",1075,"Stink Man",6
"1076",1076,"Brockthebank",7
"1077",1077,"Dublin Green",6
"1078",1078,"Invest",6
"1079",1079,"Joopster",3
"1080",1080,"Taptaptap",5
"1081",1081,"Mister Muy Bien",7
"1082",1082,"Elegant Zip",3
"1083",1083,"Summer Bourbon",6
"1084",1084,"Candid Desire",6
"1085",1085,"Stretch's Stone",7
"1086",1086,"Hamptons Holiday",5
"1087",1087,"Amistad",7
"1088",1088,"Flat Rate",7
"1089",1089,"Volodina",3
"1090",1090,"Puparee",4
"1091",1091,"My Lightnin Strike",4
"1092",1092,"Surface Strike",3
"1093",1093,"Pennys From Heaven",7
"1094",1094,"Aly's Courage",5
"1095",1095,"Two Hot Betty",7
"1096",1096,"Mama's Funky Baby",5
"1097",1097,"Mats Checkride",3
"1098",1098,"Miss Hot Stones",7
"1099",1099,"Pas de Deuce",7
"1100",1100,"Forewarned",1
"1101",1101,"Leitone (CHI)",4
"1102",1102,"Sanaable",3
"1103",1103,"Jasminesque",4
"1104",1104,"G. T. Sonia",7
"1105",1105,"Happy Farm",7
"1106",1106,"Disciplanarian",7
"1107",1107,"Sarahrini",7
"1108",1108,"Lookbothways",7
"1109",1109,"Tzipi",6
"1110",1110,"Queendom",7
"1111",1111,"Freud's Secret",3
"1112",1112,"Candy Promises",7
"1113",1113,"Obsolete",6
"1114",1114,"Powerfully Built",3
"1115",1115,"Skychief",7
"1116",1116,"Incidentally",7
"1117",1117,"Lovejoy",5
"1118",1118,"Fear No One",3
"1119",1119,"Major Flirt",7
"1120",1120,"He'smyluckyfellow",4
"1121",1121,"Midnight Sky",7
"1122",1122,"Unparalleled",5
"1123",1123,"Cape Ann",9
"1124",1124,"Oh My Papa",4
"1125",1125,"Tizgame",7
"1126",1126,"Noble Cause",4
"1127",1127,"D S Advantage",5
"1128",1128,"Spring Emperor",7
"1129",1129,"My Sage",5
"1130",1130,"Shadow Rider",7
"1131",1131,"Itsjustnotyourday",5
"1132",1132,"No Stone Unturned",3
"1133",1133,"Pascha Pascha",3
"1134",1134,"Do Share",5
"1135",1135,"Life in Shambles",7
"1136",1136,"Vino Rosso",4
"1137",1137,"Shivermetimbers",6
"1138",1138,"Curlin's Honor",7
"1139",1139,"Instagrand",3
"1140",1140,"Much Better",4
"1141",1141,"Knicks Go",5
"1142",1142,"Espresso Shot",7
"1143",1143,"Oxy Lady",7
"1144",1144,"Orra Moor",3
"1145",1145,"Please Flatter Me",3
"1146",1146,"Strictly the Best",5
"1147",1147,"Gobi",3
"1148",1148,"Yourcreditisgood",7
"1149",1149,"Wildcat Belle",6
"1150",1150,"Orbed",7
"1151",1151,"Vero Sun",2
"1152",1152,"Final Say",7
"1153",1153,"Hizaam",7
"1154",1154,"Litany",3
"1155",1155,"Dream Friend",7
"1156",1156,"Divine Miss Grey",8
"1157",1157,"Split Time",3
"1158",1158,"Road to Victory",3
"1159",1159,"Crackspeed (ARG)",5
"1160",1160,"Mia Bella",8
"1161",1161,"Roziere",7
"1162",1162,"Keepmyeyeontheboys",5
"1163",1163,"Amanda Lane",7
"1164",1164,"Offlee Irish",7
"1165",1165,"Mandatory Payout",4
"1166",1166,"Statesboro",3
"1167",1167,"Street Prayer",3
"1168",1168,"Distorted News",7
"1169",1169,"Weekend Madness",2
"1170",1170,"Moscows Got Talent",5
"1171",1171,"Miss Flambe",7
"1172",1172,"Jonathan McD",3
"1173",1173,"Who's Driving",7
"1174",1174,"Big Mountain",6
"1175",1175,"Almendro",3
"1176",1176,"Our Honor",7
"1177",1177,"Pipes",1
"1178",1178,"Spice Road",7
"1179",1179,"Manipulate",2
"1180",1180,"Superhighway",3
"1181",1181,"Roseboro",5
"1182",1182,"Apex Predator",6
"1183",1183,"Roll Tide",6
"1184",1184,"Adirondack Dream",3
"1185",1185,"Prince Slaughter",8
"1186",1186,"Intersect",6
"1187",1187,"Marie's Tuff",4
"1188",1188,"Flattering Eyes",6
"1189",1189,"Bye Bye Man",7
"1190",1190,"Bronxville",4
"1191",1191,"Impunity",7
"1192",1192,"Mount Olympus",5
"1193",1193,"Big Bennys Tribute",7
"1194",1194,"Miss You Blues",7
"1195",1195,"Canarsie Princess",7
"1196",1196,"Homemade",4
"1197",1197,"Thunder's Honor",7
"1198",1198,"Da Meister",4
"1199",1199,"Luz Mimi",5
"1200",1200,"Assail",5
"1201",1201,"Cash Offer",6
"1202",1202,"Rumor Driven",7
"1203",1203,"Linda's Ballet",6
"1204",1204,"Nine From Two",7
"1205",1205,"Turbulence",1
"1206",1206,"Tizanoxbow",4
"1207",1207,"Big Wonder",6
"1208",1208,"Magnesite",6
"1209",1209,"Hurricane Andrew",7
"1210",1210,"Evan",6
"1211",1211,"Giant Sandy",3
"1212",1212,"Mysterioustraveler",5
"1213",1213,"Greg King of Kool",5
"1214",1214,"Mungoose",3
"1215",1215,"High Command",7
"1216",1216,"Mighty Wind",3
"1217",1217,"Central Time",5
"1218",1218,"High Roller",3
"1219",1219,"Workaholic",3
"1220",1220,"Two Dozen Roses",5
"1221",1221,"Friendship Seven",5
"1222",1222,"Mohican",7
"1223",1223,"Holey Matrimony",3
"1224",1224,"Bassman Dave",6
"1225",1225,"Step to the Bank",6
"1226",1226,"Run From Theheat",5
"1227",1227,"Brass Ring",1
"1228",1228,"Nancysaidso",5
"1229",1229,"Real Dan",7
"1230",1230,"Big Gemmy",4
"1231",1231,"Sams Last Ghasp",6
"1232",1232,"Sun Studio",7
"1233",1233,"Storm Rising",3
"1234",1234,"Pink Twist",7
"1235",1235,"Brown Essence",7
"1236",1236,"South of the Shore",7
"1237",1237,"Mo Moxie",6
"1238",1238,"We Are Family",7
"1239",1239,"Cool Your Boots",5
"1240",1240,"Don't Rush",7
"1241",1241,"Hashtag Selfie",5
"1242",1242,"Flashndynamite",3
"1243",1243,"To the Flag",3
"1244",1244,"Ola Gatita",5
"1245",1245,"Bow Town Cat",3
"1246",1246,"Miss Jak",7
"1247",1247,"Watch My Dust",3
"1248",1248,"Colonel Canuck",5
"1249",1249,"Sarah's Treasure",3
"1250",1250,"Two Putt",3
"1251",1251,"Will Did It",7
"1252",1252,"Trusting Friend",3
"1253",1253,"Lady by Choice",3
"1254",1254,"King Koa",3
"1255",1255,"Dattt Melody",9
"1256",1256,"Colonel Juan",5
"1257",1257,"Dynamax Prime",4
"1258",1258,"Mr. Brix",3
"1259",1259,"Hoffenheim",4
"1260",1260,"Rockinn On Bye",3
"1261",1261,"Connolly's Beads",3
"1262",1262,"Bestinthebusiness",3
"1263",1263,"Play Me a Memory",7
"1264",1264,"Red Zinger",4
"1265",1265,"Laughing Manners",6
"1266",1266,"Pay the Vet",7
"1267",1267,"Laur Net",5
"1268",1268,"Seven Plus Seven",4
"1269",1269,"Early Retirement",3
"1270",1270,"Mounted Cop",6
"1271",1271,"Prince Halo",7
"1272",1272,"Wilson's Holiday",5
"1273",1273,"Bustin Shout",4
"1274",1274,"Ragtime Suzy",7
"1275",1275,"Pat's No Fool",2
"1276",1276,"Three Birds",7
"1277",1277,"Quasar",7
"1278",1278,"Inspector Havers",2
"1279",1279,"Mrs Stinkman",7
"1280",1280,"Semaya",5
"1281",1281,"Bowl of Kisses",7
"1282",1282,"Irish Lassie",5
"1283",1283,"Sororitysweetheart",9
"1284",1284,"She's Trouble",7
"1285",1285,"Shesasuperfreak",6
"1286",1286,"Herecomesyourman",7
"1287",1287,"Variant Perception",7
"1288",1288,"Sport",8
"1289",1289,"Zonic",7
"1290",1290,"Come Dancing",4
"1291",1291,"Pacific Gale",7
"1292",1292,"Rosyjersey",5
"1293",1293,"Star of the East",7
"1294",1294,"Recess",6
"1295",1295,"Lough Na Mona",6
"1296",1296,"Amarone",2
"1297",1297,"Scarlet's Command",8
"1298",1298,"Violetas Visions",6
"1299",1299,"Mo Gotcha",7
"1300",1300,"Vehement",3
"1301",1301,"Punchline",3
"1302",1302,"Labeq",4
"1303",1303,"Dr. Albert",8
"1304",1304,"Flashpackinbarbie",5
"1305",1305,"Pretty Spectacular",4
"1306",1306,"Compulsion",9
"1307",1307,"Mineshaft Blues",5
"1308",1308,"Applicator",5
"1309",1309,"Ode to the Hunt",2
"1310",1310,"Wicked Freud",7
"1311",1311,"Cloontia",1
"1312",1312,"Slim Shadey (GB)",2
"1313",1313,"Sycamore Lane",7
"1314",1314,"Tiz a Chance",7
"1315",1315,"Call Paul",7
"1316",1316,"Mucho",7
"1317",1317,"Life's a Parlay",7
"1318",1318,"Monongahela",4
"1319",1319,"Positive Spirit",7
"1320",1320,"Off Topic",1
"1321",1321,"Proud Emma",2
"1322",1322,"World of Trouble",3
"1323",1323,"Identity Politics",7
"1324",1324,"Tacitus",1
"1325",1325,"Math Wizard",3
"1326",1326,"Final Jeopardy",7
"1327",1327,"Hoffa's Union",3
"1328",1328,"Outshine",1
"1329",1329,"Overdeliver",6
"1330",1330,"Sea Foam",7
"1331",1331,"Unleveraged",7
"1332",1332,"Chantry Flats",2
"1333",1333,"Pioneer Dancer",2
"1334",1334,"Strategic Outlook",6
"1335",1335,"Hampton Point",6
"1336",1336,"Tide of the Sea",2
"1337",1337,"Rhode Island",7
"1338",1338,"Great Going",1
"1339",1339,"Inspector Lynley",3
"1340",1340,"Multiplier",7
"1341",1341,"Maraud",7
"1342",1342,"Awesome Saturday",7
"1343",1343,"Black Tide",5
"1344",1344,"On the Town",7
"1345",1345,"Romantic Pursuit",7
"1346",1346,"Morelikelythannot",7
"1347",1347,"Lido Key",7
"1348",1348,"Unabridged (IRE)",2
"1349",1349,"Dolores Westworld",4
"1350",1350,"Five Alarm Robin",2
"1351",1351,"Achilles Warrior",7
"1352",1352,"Fixedincome Larry",3
"1353",1353,"All Systems Go",3
"1354",1354,"American Rule",6
"1355",1355,"Call Me Kayla",4
"1356",1356,"Too Cool to Dance",7
"1357",1357,"Go Rose (GER)",2
"1358",1358,"War Canoe",1
"1359",1359,"Wegetsdamunnys",7
"1360",1360,"Keota",6
"1361",1361,"Little Big Risk",1
"1362",1362,"Skywriting",7
"1363",1363,"Samaronti",7
"1364",1364,"You Tell Me",7
"1365",1365,"Laura's Patriot",7
"1366",1366,"Rattlesnake Bite",3
"1367",1367,"Candy Boss",3
"1368",1368,"Prisoner's Dilemma",7
"1369",1369,"Gunboat Diplomacy",7
"1370",1370,"J J Jen",7
"1371",1371,"Andretta",1
"1372",1372,"Tarallucci",1
"1373",1373,"Summer Fantasy",7
"1374",1374,"Beautiful Lover",3
"1375",1375,"Makeme Dream",2
"1376",1376,"Western Curl",7
"1377",1377,"Style and Grace",2
"1378",1378,"Multi Strategy",2
"1379",1379,"Red Mule",7
"1380",1380,"Cube",7
"1381",1381,"Don Ciccio",8
"1382",1382,"Serengeti Cat",3
"1383",1383,"Cairo Queen",6
"1384",1384,"My Galina",7
"1385",1385,"Bye Bye Nicky",7
"1386",1386,"Stylishly",3
"1387",1387,"Daddy's Melody",3
"1388",1388,"Nymphesa (GER)",3
"1389",1389,"Her Latest Film",3
"1390",1390,"Laquezza",5
"1391",1391,"Zandora",7
"1392",1392,"Eloweasel",3
"1393",1393,"Jimi Bags",5
"1394",1394,"Helen's Tiger",7
"1395",1395,"Ardara Belle (FR)",6
"1396",1396,"Thomas Knight",3
"1397",1397,"Chipolata (FR)",2
"1398",1398,"War Cabinet",7
"1399",1399,"Violet Blue",7
"1400",1400,"Chiara Luna",2
"1401",1401,"Nazay",7
"1402",1402,"Seattle Frost",7
"1403",1403,"State of Mine",3
"1404",1404,"Greek Alphabet",2
"1405",1405,"Harlan's Harmony",7
"1406",1406,"Lemonist",7
"1407",1407,"Ninety One Assault",7
"1408",1408,"Prioritize",2
"1409",1409,"Valmont",7
"1410",1410,"Danzante",7
"1411",1411,"Sounds Good",3
"1412",1412,"Freudnme",7
"1413",1413,"Bears Mafia",4
"1414",1414,"My Primo",7
"1415",1415,"Mr. Mims",5
"1416",1416,"El Hermano",4
"1417",1417,"Wantagh Queen",7
"1418",1418,"Merlins Muse",6
"1419",1419,"Barrel of Destiny",7
"1420",1420,"Tiz a Kitten",7
"1421",1421,"Fast Getaway",7
"1422",1422,"Grand Banks",6
"1423",1423,"Handle With Care",7
"1424",1424,"Middle Out",2
"1425",1425,"Timber Ghost",1
"1426",1426,"Driven to Compete",2
"1427",1427,"Ash n' Em",3
"1428",1428,"Awe Honey",6
"1429",1429,"Regally Irish",7
"1430",1430,"Skole",3
"1431",1431,"Mount Travers",3
"1432",1432,"Wonder Stone",5
"1433",1433,"Morgantown",7
"1434",1434,"Sider On Da Mound",5
"1435",1435,"Nisha",3
"1436",1436,"Karen's Gem",8
"1437",1437,"Chorus Line",5
"1438",1438,"Newly Minted",4
"1439",1439,"Bank Examiner",4
"1440",1440,"Doll",7
"1441",1441,"Singular Sensation",7
"1442",1442,"Chillinwithfriends",4
"1443",1443,"Very Stable Genius",3
"1444",1444,"Funny Money Honey",7
"1445",1445,"Lady Love",6
"1446",1446,"Tropical Joy",5
"1447",1447,"Another Broad",7
"1448",1448,"My Miss Lilly",3
"1449",1449,"Adios Amigos",7
"1450",1450,"The Grand Canal",7
"1451",1451,"Fort Worth",5
"1452",1452,"Ruvies in Time",3
"1453",1453,"Fifty Five",7
"1454",1454,"Conquest Hardcandy",4
"1455",1455,"Coffee Crush",3
"1456",1456,"Thais (FR)",1
"1457",1457,"Front Run the Fed",7
"1458",1458,"Wild Medagliad'oro",2
"1459",1459,"Point of Humor",7
"1460",1460,"Duncastle",7
"1461",1461,"Northern Haze",7
"1462",1462,"Mass Appeal",3
"1463",1463,"The Right Path",3
"1464",1464,"Standard Deviation",7
"1465",1465,"Back to Back",3
"1466",1466,"Mr. Vincent",7
"1467",1467,"Lorri's Candy",5
"1468",1468,"Eyeinthesky",7
"1469",1469,"Fashion Faux Pas",3
"1470",1470,"Mae Never No (IRE)",3
"1471",1471,"Golconda (FR)",6
"1472",1472,"Queen of Bermuda (IRE)",7
"1473",1473,"Riendo",7
"1474",1474,"Impazible Odds",6
"1475",1475,"Fleet Admiral",7
"1476",1476,"Mo Mystery",3
"1477",1477,"Micromillion",3
"1478",1478,"Tesorina",3
"1479",1479,"Lady Fatima",4
"1480",1480,"No Sugar No Cream",3
"1481",1481,"Lil Morning Star",7
"1482",1482,"Preternatural",7
"1483",1483,"Milvado",5
"1484",1484,"Go Poke the Bear",7
"1485",1485,"Honorable Hero",7
"1486",1486,"Traffic Stop",2
"1487",1487,"False Info",7
"1488",1488,"Don Polo",3
"1489",1489,"Double Medal",3
"1490",1490,"Avocado",4
"1491",1491,"Candy for All",7
"1492",1492,"Cashmere Woods",3
"1493",1493,"Finance Reform",3
"1494",1494,"Hoard",3
"1495",1495,"Psychic Energy",7
"1496",1496,"Outrageous Bet",1
"1497",1497,"Shiraz",7
"1498",1498,"We Should Talk",6
"1499",1499,"The Crocheron Kid",7
"1500",1500,"Catch a Cab",7
"1501",1501,"Abounding Joy",3
"1502",1502,"Posse Needed",8
"1503",1503,"Mom's Kisses",4
"1504",1504,"Taniell's Candy",7
"1505",1505,"Smart Throb",7
"1506",1506,"Can U Handle This",7
"1507",1507,"Queen Kahen",7
"1508",1508,"Simply Fast",5
"1509",1509,"County Court",2
"1510",1510,"Snake Oil Charlie",4
"1511",1511,"Letterman",4
"1512",1512,"Field Patrol",2
"1513",1513,"Wicked Trick",7
"1514",1514,"Dreammaster",6
"1515",1515,"Awesome Ammo",3
"1516",1516,"Wicked Grin",3
"1517",1517,"Qian B C",7
"1518",1518,"Elektronic",7
"1519",1519,"Scotty Brown",3
"1520",1520,"Moo Lah",6
"1521",1521,"Jack the Cat",1
"1522",1522,"Long Haul Bay",8
"1523",1523,"Hudson Overpass",7
"1524",1524,"Fortune Smiles",7
"1525",1525,"Maven",8
"1526",1526,"Lebda",6
"1527",1527,"Analyze Your Risk",3
"1528",1528,"Women Not Easy",3
"1529",1529,"Managing Risk",7
"1530",1530,"Dotdotdash",3
"1531",1531,"Feel Glorious (GB)",7
"1532",1532,"Blowout (GB)",7
"1533",1533,"La Feve (FR)",2
"1534",1534,"Aunt Hattie (IRE)",2
"1535",1535,"Her Royal Highness",2
"1536",1536,"Our Super Nova",7
"1537",1537,"Sunshine Gal",7
"1538",1538,"Wish Upon",7
"1539",1539,"Classic Lady",6
"1540",1540,"Shady Shady Shady",5
"1541",1541,"Pound Note",2
"1542",1542,"Codrington",1
"1543",1543,"Adorable Song",3
"1544",1544,"Shareholder Value",5
"1545",1545,"Believe in Luck",8
"1546",1546,"Spectrolite",7
"1547",1547,"Spring to the Sky",7
"1548",1548,"Nice Tune",3
"1549",1549,"Compagno",7
"1550",1550,"The Postmaster",2
"1551",1551,"Uncle Curly",7
"1552",1552,"Quick Charge",5
"1553",1553,"Cause for Applause",7
"1554",1554,"Zechariah",6
"1555",1555,"Determined One",5
"1556",1556,"Big Bella Brown",3
"1557",1557,"River Echo (GB)",3
"1558",1558,"Internet of Things",6
"1559",1559,"Sporting Art",6
"1560",1560,"Time Expired",7
"1561",1561,"Candygram",7
"1562",1562,"King Cause",7
"1563",1563,"Blame the Thief",4
"1564",1564,"Clint Maroon (GB)",7
"1565",1565,"Forty Under",2
"1566",1566,"Empire of War",7
"1567",1567,"Five Star General",7
"1568",1568,"Minsky Moment",6
"1569",1569,"Lutsky",4
"1570",1570,"Bangle Gal",7
"1571",1571,"Bankit",6
"1572",1572,"Eight Oaks",4
"1573",1573,"Smokin Princess",3
"1574",1574,"Stunning Munnings",5
"1575",1575,"Jen's Battle",8
"1576",1576,"Kit Kat Katie",5
"1577",1577,"Miss Liana",3
"1578",1578,"Winning Melody",3
"1579",1579,"Empress Luciana",7
"1580",1580,"Big Red Girl",4
"1581",1581,"Crack of Dawn",8
"1582",1582,"My Candy Girl",8
"1583",1583,"Pazyarmonia",8
"1584",1584,"Roma Carpe",1
"1585",1585,"Felony Melanie",8
"1586",1586,"Prairie Fire",7
"1587",1587,"Heaven's Humor",3
"1588",1588,"Later Cat",1
"1589",1589,"Implied Volatility",3
"1590",1590,"Brown Eyed Boy",1
"1591",1591,"Champagne Chills",6
"1592",1592,"Paynter's Prize",4
"1593",1593,"Makin' Out",1
"1594",1594,"Holmdel Park",3
"1595",1595,"Aubrey Tate",4
"1596",1596,"Chouchou de Boo",3
"1597",1597,"Desbordes",5
"1598",1598,"Fractorzation",7
"1599",1599,"Queentigua",4
"1600",1600,"Dream Chasing",7
"1601",1601,"My Bronx Tail",7
"1602",1602,"Kodiak Katie",8
"1603",1603,"Canteen",5
"1604",1604,"Smooth With a Kick",4
"1605",1605,"Hollywood Glory",1
"1606",1606,"Awesome Alana",1
"1607",1607,"Love and Love",6
"1608",1608,"Tempers Way",4
"1609",1609,"Paved With Gold",7
"1610",1610,"Maedean",7
"1611",1611,"Power Move",7
"1612",1612,"Ankle Monitor",7
"1613",1613,"Vast",1
"1614",1614,"Sweet Kisses",3
"1615",1615,"Cee's Overture",7
"1616",1616,"Fight On Lucy",1
"1617",1617,"Am Impazible",4
"1618",1618,"Pendolino",4
"1619",1619,"Clever Tale",7
"1620",1620,"Midnight Banker",7
"1621",1621,"Queenofeverything",5
"1622",1622,"Happy Music",6
"1623",1623,"Cover Photo",7
"1624",1624,"Radiantrithym",7
"1625",1625,"Turbo Drive",7
"1626",1626,"Sanctuary City",7
"1627",1627,"Power Up Paynter",4
"1628",1628,"Our Troubadour",7
"1629",1629,"Zipalong",7
"1630",1630,"Go Rudy Go",4
"1631",1631,"Notorious Flirt",7
"1632",1632,"De Kooning",3
"1633",1633,"Goneonamission",5
"1634",1634,"Ariesberg",5
"1635",1635,"Ghost Giant",1
"1636",1636,"The J Y",2
"1637",1637,"Whatawonderflworld",2
"1638",1638,"Ides of Arch",7
"1639",1639,"Gambler's Fallacy",7
"1640",1640,"Centrist",7
"1641",1641,"Getoffmyback",1
"1642",1642,"The Forty Factor",5
"1643",1643,"Brimstone",6
"1644",1644,"Lord Simba",7
"1645",1645,"Stanhope",3
"1646",1646,"Portfolio Hedge",2
"1647",1647,"Dante's Fire",7
"1648",1648,"Empire Express",3
"1649",1649,"Michael's Bad Boy",2
"1650",1650,"Political",6
"1651",1651,"Lord Camden",7
"1652",1652,"Bellarmine Hall",7
"1653",1653,"Stash My Money",4
"1654",1654,"Legend of Bam",7
"1655",1655,"Payne",7
"1656",1656,"Sobersick N Sorry",7
"1657",1657,"Souper Courage",3
"1658",1658,"No Regrets",7
"1659",1659,"Golden Award",5
"1660",1660,"Moonlit Garden",2
"1661",1661,"Gotham Gala",2
"1662",1662,"Alberobello",1
"1663",1663,"Zena Rules",7
"1664",1664,"Jeltrin",1
"1665",1665,"Bellera",8
"1666",1666,"Him She Kisses",7
"1667",1667,"Microscope",3
"1668",1668,"Blues City",1
"1669",1669,"Victory Built",6
"1670",1670,"Wild Banker",4
"1671",1671,"True Palace",4
"1672",1672,"Titan's Will",4
"1673",1673,"Small Invasion",3
"1674",1674,"Macho Boy",6
"1675",1675,"Big Royal Lineage",4
"1676",1676,"Cray Cray",5
"1677",1677,"Autonomous",3
"1678",1678,"Bay Jewel",7
"1679",1679,"Sengekontacket",3
"1680",1680,"Brooke and Emory",3
"1681",1681,"Amazing Ride",3
"1682",1682,"Sky Tap",7
"1683",1683,"Worth a Shot",7
"1684",1684,"Nutzforboltz",7
"1685",1685,"Jo's Bold Cat",2
"1686",1686,"Albie",7
"1687",1687,"Dashing Dan",2
"1688",1688,"Risky Sour",7
"1689",1689,"They Shot Sonny",7
"1690",1690,"Majestic Affair",7
"1691",1691,"Somes Sound",1
"1692",1692,"Long Term Thinking",8
"1693",1693,"Alan's Argument",3
"1694",1694,"Fabulous Fun",3
