horse_id,horse_name,n_races_tracked_2019,n_races_2019,n_races_2020,n_races_2021,n_races_diff_2019,avg_race_dist_meters,avg_finishing_place,avg_ranking,avg_acceleration,avg_speed,avg_weight_carried,n_dnf,date_dnf_1,date_dnf_2,avg_total_race_strain,min_days_between_races,first_quartile_days_between_races,median_days_between_races,third_quartile_days_between_races,max_days_between_races,injury_track,injury_location,injury_surface_location,injury_details_reported,days_off_pre_injury,days_injury_to_race,injury_date,last_race_pre_injury,fatal,race_length_injury_meters,n_injury_type,injury_track_location_clean,if_injury_reported,dnf_from_injury,under_raced_2019,under_raced_2020,under_raced_2021,ever_under_raced
426,Thorny Tale,4,4,7,2,0,1307.592,3.75,5.5,2.38888057511803,5.725978559121605,118.5,0,NA,NA,-824.5759887397735,59,61.5,64,80.5,97,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
427,Show Prince,5,NA,NA,NA,NA,1267.3584,3.2,4.4,2.0002625532685574,6.685078652850783,118.2,0,NA,NA,-684.5953410352706,27,53.25,68.5,75.75,78,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
428,Kazmania,9,9,8,2,0,1397,4.444444444444445,4.5,2.2448110740286458,4.378720135457383,119.44444444444444,0,NA,NA,-750.2204885816386,15,19,23.5,34.5,160,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
429,Tiergan,4,5,7,16,1,1533.906,3.25,4.666666666666667,1.9502617693203654,5.360067458351758,119.5,0,NA,NA,-993.381781063238,25,40.5,56,59.5,63,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
430,Just Right,4,4,6,11,0,1533.906,4.5,3.3333333333333335,2.1845056479420166,5.1232179554230894,120,0,NA,NA,-869.0553060942171,46,67,88,88,88,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
431,Funny Guy,7,7,6,1,0,1451.2834285714287,2.5714285714285716,5.857142857142857,1.8540936438078561,4.039353093047416,119.85714285714286,0,NA,NA,-1413.58527498259,27,30.25,33,36.5,62,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
432,Bydawnsearlylight,5,NA,NA,NA,NA,1247.2416,9.2,5.6,2.1228189964278656,5.862159703209026,118.6,0,NA,NA,-1637.2900654254504,25,41.5,71,104.75,134,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
433,La Cat Warrior,1,NA,NA,NA,NA,1207.008,1,8,1.8458569502943516,2.471631609213303,118,0,NA,NA,-2362.384668962861,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
434,Buss the Bell,7,NA,NA,NA,NA,1278.8537142857142,4.571428571428571,4.285714285714286,1.702509213744137,3.036487990121362,122.28571428571429,0,NA,NA,-1381.4290653644653,10,12.5,20,21.5,22,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
435,Infield Is In,4,NA,NA,NA,NA,1257.3,3.25,3,2.138867862531124,3.78834212381439,120,0,NA,NA,-1187.0859152704888,22,22,22,31,40,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
436,Wheresthebarber,1,NA,NA,NA,NA,1207.008,6,2,1.1756180141357202,1.339573047672492,125,0,NA,NA,-1003.2379122365412,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
437,Can Go,1,NA,NA,NA,NA,1207.008,7,6,1.889461892021755,2.0375679301240583,125,0,NA,NA,-1424.426668388043,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
438,Bigsouljoel,3,NA,NA,NA,NA,1542.288,4.666666666666667,6,1.7586163482427877,5.158817450464582,117,0,NA,NA,-1771.4721923786562,22,25,28,31,34,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
439,There Goes Jose,5,NA,NA,NA,NA,1569.1104,4.2,5.8,1.8872009180142002,6.071218082682226,116.4,0,NA,NA,-2511.3347974524045,10,11.5,21.5,31.75,34,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
440,Summer Punch,6,NA,NA,NA,NA,1240.536,3.1666666666666665,4.666666666666667,1.9686825313177507,3.954547667440585,123,0,NA,NA,-817.1409215476928,18,22,22,27,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
441,Love to Learn,3,NA,NA,NA,NA,1374.6480000000001,4.666666666666667,3.3333333333333335,1.9801442751082559,3.515238314316184,121,0,NA,NA,-1081.1413673732409,21,26.75,32.5,38.25,44,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
442,Cool as You Like,4,NA,NA,NA,NA,1282.446,3,4,2.2753160862838726,3.203957440894223,121.25,0,NA,NA,-600.7318032617417,51,98,145,148,151,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
443,My Victoria Rose,2,NA,NA,NA,NA,1207.008,2.5,4,2.0180517485567355,2.4785382110882566,125,0,NA,NA,-1536.2514040977762,82,82,82,82,82,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
444,Blissful Breeze,9,NA,NA,NA,NA,1341.1200000000001,5.111111111111111,4.555555555555555,2.0786543503984465,5.919861838597463,119.88888888888889,0,NA,NA,-825.81856037696,9,23.5,32,42.5,83,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
445,Emblazoner,2,NA,NA,NA,NA,1207.008,6,3,1.9764620794647612,2.3406976205453875,120.5,0,NA,NA,-975.4247986402772,56,56,56,56,56,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
446,Thousand Percent,10,11,7,1,1,1317.6504,3.8,2.375,2.0829907163705714,4.76906590369679,120,0,NA,NA,-1045.7152214696275,23,30,38,47,61,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
447,Trance,12,NA,NA,NA,NA,1391.412,4.416666666666667,4.454545454545454,1.8358953191500627,6.009058058153936,119.16666666666667,0,NA,NA,-1024.3508810029734,8,10,16,24,74,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
448,Rally Cap,8,NA,NA,NA,NA,1307.592,3.5,5.5,2.405654494610506,4.314094702470102,119.75,0,NA,NA,-1341.457072126756,15,24.5,31,33.5,183,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
449,Americano,6,NA,NA,NA,NA,1559.0520000000001,5.5,5.333333333333333,1.7808566355964746,3.7317543270944884,120,0,NA,NA,-664.0024502539544,12,26,35,42,59,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
450,Bustin to Be Loved,4,NA,NA,NA,NA,1232.154,6.75,1,2.1885755656538004,5.174986727964207,118.25,0,NA,NA,-963.4843530205832,24,27.5,31,88.5,146,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
451,By the Sey Shore,1,NA,NA,NA,NA,1207.008,6,3,2.0478802548705226,6.185369108343651,119,0,NA,NA,-534.3781098901233,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
452,Chicken Valley Rd,2,NA,NA,NA,NA,1207.008,5.5,3,2.1703147202906683,6.144378202328623,122,0,NA,NA,-415.3242861751397,42,42,42,42,42,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
453,Equal the Score,5,NA,NA,NA,NA,1207.008,3.6,3.8,2.17860601738423,4.759213398772416,122,0,NA,NA,-1539.1523031709348,8,29.75,40,47.5,61,Belmont,Racing,Main Track,Vanned off,43,NA,2019-06-16,2019-05-04,No,1207.008,1,Unknown,TRUE,NA,FALSE,FALSE,FALSE,FALSE
454,There He Goes,7,NA,NA,NA,NA,1436.9142857142858,2.4285714285714284,2.7142857142857144,1.947130835314679,4.6626353457201395,124.28571428571429,0,NA,NA,-1682.2700162764977,17,29.25,34.5,41.25,54,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
455,Noble Behavior,3,NA,NA,NA,NA,1240.536,2.3333333333333335,4.333333333333333,1.8153644990474793,3.2956676994097727,122.33333333333333,0,NA,NA,-565.2522713282126,22,22,22,22,22,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
456,Freudian Analyst,7,10,17,11,3,1436.9142857142858,6,4.285714285714286,2.060358846597549,3.577959583463835,122.57142857142857,0,NA,NA,-1632.529188686254,14,21,25.5,38.25,220,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
457,Shuffling Madness,1,NA,NA,NA,NA,1207.008,6,2,2.1059768629626916,1.141151351553949,123,0,NA,NA,-1493.2153030793493,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
458,Finn's Posse,2,NA,NA,NA,NA,1508.76,8.5,5.5,2.1015371433056957,2.1820881784839856,123,0,NA,NA,-2315.0852350997125,14,14,14,14,14,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
459,Ridolfo,13,17,8,1,4,1392.7015384615386,4.153846153846154,3.75,2.192012812584669,5.918245895818902,121,0,NA,NA,-1137.6810228331594,6,24.25,27,30.25,50,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,TRUE,TRUE
460,Potomac,9,NA,NA,NA,NA,1609.344,2.2222222222222223,4,1.9522018070812717,4.813843148147737,122.44444444444444,0,NA,NA,-1324.2980122691408,6,23.5,29.5,40.75,143,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
461,Langdarma,4,NA,NA,NA,NA,1709.9279999999999,4.25,3,2.017343636508395,4.240595532574904,118.75,0,NA,NA,-1010.8315650589956,15,25,35,157,279,Aqueduct,Racing,Main Track,Injury - Laceration requiring sutures,15,279,2019-03-09,2019-02-22,No,1810.5075,1,After The Race,TRUE,NA,FALSE,FALSE,FALSE,FALSE
462,Mills,11,16,14,4,5,1682.496,4.909090909090909,6.3,2.0899212714441595,4.553158706308041,121.81818181818181,0,NA,NA,-1132.26262650433,6,23,29.5,33.75,90,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,TRUE,FALSE,FALSE,TRUE
463,Poshsky,6,NA,NA,NA,NA,1642.872,5.166666666666667,4.666666666666667,1.9590736584097832,4.27590342711993,122.33333333333333,0,NA,NA,-1980.6953765549936,15,26,28,37,239,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
464,Pretentious,5,NA,NA,NA,NA,1569.1104,5.6,4.5,1.9143365471918268,2.8874617665986926,120.6,0,NA,NA,-1578.3595983167534,13,14.5,18.5,58.75,169,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
465,In a Fog,2,NA,NA,NA,NA,1609.344,7,3,1.8621579486166766,4.516147142371195,123,0,NA,NA,-3531.267031500001,37,37,37,37,37,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
466,Ok Honey,10,11,19,20,1,1488.6432,4.6,5.125,2.004187919656784,5.051598774795645,117.1,0,NA,NA,-1480.1458696042134,5,13,22,34,162,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
467,Analyze With Honor,2,NA,NA,NA,NA,1508.76,3,3.5,1.8301519280045404,2.2013082318532233,116,0,NA,NA,-2671.594927903182,31,31,31,31,31,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
468,Empress Sophia,1,NA,NA,NA,NA,1609.344,4,1,2.1113884852704414,1.5797857014733592,122,0,NA,NA,-3096.708687384534,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
469,Charming Cara,9,NA,NA,NA,NA,1285.24,7.222222222222222,5,1.881313295300916,6.493840586299713,119.44444444444444,0,NA,NA,-2528.1825455382977,14,14.75,21,22.75,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
470,Tiztinabella,1,NA,NA,NA,NA,1609.344,7,6,1.9181496172156665,1.4344543372498475,122,0,NA,NA,-2881.825092364208,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
471,Emmy Knows,4,NA,NA,NA,NA,1332.738,6.75,5.5,1.8354878453881902,2.0015006647499574,119.25,0,NA,NA,-2597.464771790565,21,21.5,22,29,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
472,Where's Rudy,5,NA,NA,NA,NA,1669.6944,3.6,5.4,1.9145116150877384,4.247560384457028,123,0,NA,NA,-938.8961445545444,32,34.25,46.5,91.25,191,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
473,Much Trouble,6,8,1,4,2,1559.0520000000001,2.8333333333333335,6,2.1051642917976396,6.644204362535016,123.33333333333333,0,NA,NA,-1400.2810934210854,27,31,35,36,41,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE
474,Dr. Hipp,5,NA,NA,NA,NA,1589.2272,4.8,3.75,1.962677945642666,5.564370399739522,121.8,0,NA,NA,-1078.1960286352612,31,42.25,50,54.5,56,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
475,D'ambrosio,4,NA,NA,NA,NA,1533.906,6.75,6,2.352586334823404,5.824535139702057,117,1,2019-10-11,NA,-2344.9637030627173,8,11,14,129,244,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
476,Local Edition,5,NA,NA,NA,NA,1609.344,5,4.5,1.954073564883006,6.453818017986511,123.6,0,NA,NA,-1961.3962911781232,22,27.25,30,50.5,109,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
477,Danny California,10,13,11,17,3,1629.4608,4,5.333333333333333,1.895508674899599,5.200992978052257,122.2,0,NA,NA,-1775.4332924333753,9,28,36,41,85,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
478,Big Birthday,3,NA,NA,NA,NA,1341.1200000000001,2.3333333333333335,4,2.04710560605861,3.5580753906371227,122.33333333333333,0,NA,NA,-1262.998975994151,37,40.75,44.5,48.25,52,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
479,No Deal,10,15,5,7,5,1277.4168,4.1,4.888888888888889,1.8814885364465046,5.070756999767939,121.4,0,NA,NA,-807.4456172576158,13,33,41,48,52,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
480,Gypsy Janie,11,13,6,1,2,1280.16,4.545454545454546,3.3,1.6354928744126043,5.006218746804569,120.72727272727273,0,NA,NA,-863.2814295395725,17,22.75,26.5,30,113,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,TRUE,TRUE
481,Shimmering Moon,8,NA,NA,NA,NA,1232.154,4.125,3.875,2.1199882283101323,4.339001369589408,122.125,0,NA,NA,-632.5239399662227,7,20.5,23,35,111,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
482,Our Girl Abby,3,NA,NA,NA,NA,1240.536,5,3,1.9905528938997483,2.44247348023157,123.66666666666667,0,NA,NA,-684.5226489731816,23,23.75,24.5,25.25,26,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
483,Devilish Romance,5,NA,NA,NA,NA,1548.9936,4,4.25,1.9702009212675649,4.105457444053463,118.6,0,NA,NA,-2087.1426809514123,9,12,17,26.25,42,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
484,Hattie L,2,NA,NA,NA,NA,1307.592,6.5,4.5,2.224576238957619,1.4821837503246473,122.5,0,NA,NA,-1446.4898646718034,31,31,31,31,31,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
485,Questeq,14,NA,NA,NA,NA,1286.0382857142856,5,4.071428571428571,1.7841510661241788,6.0388155563793005,123.21428571428571,0,NA,NA,-798.0951023433591,8,14,21,28,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
486,Courageous Queen,4,NA,NA,NA,NA,1232.154,3.5,4.25,2.1014060411298714,5.435217068827425,124.5,0,NA,NA,-636.0945023174246,34,38,42,42.5,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
487,American Mission,3,NA,NA,NA,NA,1207.008,5.666666666666667,5.333333333333333,2.0265824428359522,5.8039404518447055,123.66666666666667,0,NA,NA,-412.3873394600303,27,31,35,39,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
488,Malarkey,8,NA,NA,NA,NA,1307.592,4.5,3.125,2.0235202660448364,5.929426023656847,124,0,NA,NA,-1203.9238160777134,7,18,25,36,49,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
489,Wilburnmoney,2,NA,NA,NA,NA,1207.008,4,4.5,2.1426922488745213,7.240663947821712,119,0,NA,NA,-418.8208767042426,20,20,20,20,20,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
490,Stars Wilburn,7,NA,NA,NA,NA,1336.3302857142858,5.142857142857143,3.5714285714285716,2.1260918452902606,4.903731219992532,120.42857142857143,1,2019-11-14,NA,-1488.9531208169233,20,21.25,26,30.75,198,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
491,Fangirl,3,NA,NA,NA,NA,1207.008,3,5.333333333333333,2.2210954141346004,5.6670922265044705,120.66666666666667,0,NA,NA,-658.3354898942333,85,123.25,161.5,199.75,238,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
492,Gracetown,6,9,8,1,3,1257.3,3,4.666666666666667,2.054672103396868,4.677986579471925,120.5,0,NA,NA,-1028.6910542980236,11,42,43,64,160,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,TRUE,TRUE
493,Enjoyitwhilewecan,2,2,1,1,0,1408.176,2,4,1.9474712137651649,3.9592818812374624,121,0,NA,NA,-1500.8594620133497,56,56,56,56,56,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,TRUE,TRUE,TRUE
494,Win the Shake,3,NA,NA,NA,NA,1240.536,3.6666666666666665,3,2.0065187718877775,3.9855966799641585,121.33333333333333,0,NA,NA,-1426.625987135788,21,47.25,73.5,99.75,126,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
495,Shanghai Bonnie,5,NA,NA,NA,NA,1186.8912,6.2,5.8,2.2147394164941105,5.30293993224689,120.8,0,NA,NA,-1423.2145857893297,20,23,36,84.5,194,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
496,Up At Dawn,2,NA,NA,NA,NA,1408.176,5.5,2,2.0823180095588123,6.033463959849886,116,0,NA,NA,-1245.0786981114666,33,33,33,33,33,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
497,Stokes,2,NA,NA,NA,NA,1408.176,5.5,2.5,2.0472298841336127,5.335686265659712,121,0,NA,NA,-2544.671220082402,20,20,20,20,20,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
498,Incubator,4,NA,NA,NA,NA,1659.636,3.25,3,1.8969278274230696,1.9996096152145688,122.25,0,NA,NA,-1953.3676150302103,13,13,13,24.5,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
499,Call Me,9,NA,NA,NA,NA,1687.576,4,3.125,2.115926553482849,5.364770895418779,123.22222222222223,0,NA,NA,-1782.220807898144,6,19.25,24.5,27.75,76,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
500,Sandy Lane,13,NA,NA,NA,NA,1547.446153846154,4,3.1666666666666665,2.0782651028130097,4.498446238909694,122.38461538461539,0,NA,NA,-1187.883138296516,14,19.75,23.5,28.25,70,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
501,Take It to Scale,8,8,4,1,0,1395.603,3.875,3,2.053374286325943,3.4835607087559564,121.25,0,NA,NA,-1447.1445959019013,21,30,50,66.5,80,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,TRUE,TRUE
502,Aikenetta,1,NA,NA,NA,NA,1408.176,1,6,2.298667539734177,4.824740039401416,123,0,NA,NA,-1503.4194247991013,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
503,Clairvoyant Lady,5,NA,NA,NA,NA,1307.592,4.2,4,2.2992686135936005,5.881108622372471,121.6,0,NA,NA,-661.4962124134203,17,50,62,64.75,70,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
504,Annie Rocks,12,NA,NA,NA,NA,1349.502,4.666666666666667,5.818181818181818,1.9994976702195666,6.116055112357027,121.58333333333333,0,NA,NA,-683.4445783609541,4,21.5,28,38,62,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
505,Cotton Candy Cutie,11,NA,NA,NA,NA,1536.192,4.363636363636363,3.9,2.1972636651331903,4.291335676922853,121.0909090909091,0,NA,NA,-1124.871574607717,11,19.5,23,28.5,130,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
506,Figure It Out,10,NA,NA,NA,NA,1538.9352000000001,3.1,4,2.0045528038837594,4.474247781530918,119.4,0,NA,NA,-1165.2152496382823,21,25,33,37,73,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
507,Redouble,2,NA,NA,NA,NA,1408.176,4,2.5,1.9116126809757568,3.368195056636023,120.5,0,NA,NA,-1483.9055213823042,49,49,49,49,49,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
508,Tiz Her Way,6,NA,NA,NA,NA,1290.828,5.333333333333333,5,1.9528280382531609,5.264552151724403,116.83333333333333,0,NA,NA,-1249.5579344456632,15,18,22,34,111,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
509,Controllingthegold,4,NA,NA,NA,NA,1332.738,7.25,4.25,2.0768555677436935,4.324697463454229,118,0,NA,NA,-1812.858139471485,22,24.5,27,72,117,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
510,Solid Wager,2,NA,NA,NA,NA,1508.76,1.5,3,2.0137438811587103,4.957601178169776,122,0,NA,NA,-1119.9527364915552,19,19,19,19,19,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
511,Skyler's Scramjet,5,5,9,15,0,1287.4752,3.8,3.6,2.29622423403705,4.2291853435034925,122.6,0,NA,NA,-729.4244068605129,28,33.25,42,59.25,90,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,TRUE,TRUE,FALSE,TRUE
