horse_id,horse_name,n_races_tracked_2019,n_races_2019,n_races_2020,n_races_2021,n_races_diff_2019,avg_race_dist_meters,avg_finishing_place,avg_ranking,avg_acceleration,avg_speed,avg_weight_carried,n_dnf,date_dnf_1,date_dnf_2,avg_total_race_strain,min_days_between_races,first_quartile_days_between_races,median_days_between_races,third_quartile_days_between_races,max_days_between_races,injury_track,injury_location,injury_surface_location,injury_details_reported,days_off_pre_injury,days_injury_to_race,injury_date,last_race_pre_injury,fatal,race_length_injury_meters,n_injury_type,injury_track_location_clean,if_injury_reported,dnf_from_injury
1290,Come Dancing,5,NA,NA,NA,NA,1488.6432,1.2,3.4,1.8503784703842676,6.094898934421004,120.6,0,NA,NA,26.12004155263808,29,29.75,32,44.75,77,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1291,Pacific Gale,4,5,7,4,1,1332.738,3.5,3.5,2.152080132730436,5.32712192271326,116.75,0,NA,NA,NA,27,31.5,36,41.5,47,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1292,Rosyjersey,1,NA,NA,NA,NA,1408.176,7,3,2.071773123982193,5.9404202111638575,113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1293,Star of the East,6,NA,NA,NA,NA,1626.1080000000002,3.1666666666666665,5.5,2.185098862052752,5.216566321789002,125,0,NA,NA,31.771294346668032,22,26,28,41,52,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1294,Recess,6,NA,NA,NA,NA,1659.636,3.6666666666666665,4,2.1587226592561164,3.6575012807299014,118.66666666666667,0,NA,NA,67.58328983128001,28,30,36,41,61,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1295,Lough Na Mona,4,NA,NA,NA,NA,1508.76,5.75,7,2.1664580581176462,4.107337386970401,118.75,0,NA,NA,59.47205018396884,24,46.5,69,76.5,84,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1296,Amarone,3,NA,NA,NA,NA,1810.512,5.333333333333333,4.666666666666667,2.1367176090345077,4.642987635528658,118,0,NA,NA,30.178240242067396,40,42.75,45.5,48.25,51,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1297,Scarlet's Command,4,NA,NA,NA,NA,1383.03,7.5,4.333333333333333,2.038424643113701,5.437935324993971,124.5,0,NA,NA,93.50895519651365,29,45.5,62,65.5,69,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1298,Violetas Visions,4,NA,NA,NA,NA,1634.49,9.25,7,1.884466187429656,4.213183231891197,121.5,0,NA,NA,80.82363114012257,14,22,30,73,116,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1299,Mo Gotcha,4,6,4,10,2,1584.198,2.25,2,2.142720286175791,5.076926472505539,118.5,0,NA,NA,20.23508486731526,29,31.5,34,56,78,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1300,Vehement,4,NA,NA,NA,NA,1156.716,2.5,4.75,2.1082435161408637,7.616259108999085,118.5,0,NA,NA,NA,40,42.5,45,50.5,56,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1301,Punchline,2,NA,NA,NA,NA,1257.3000000000002,5,6,1.9717032793647005,9.521379384510745,120,0,NA,NA,NA,250,250,250,250,250,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1302,Labeq,6,NA,NA,NA,NA,1659.636,3.1666666666666665,4.833333333333333,1.9025554345166154,6.100668997215618,124.66666666666667,0,NA,NA,NA,27,30,39,45,47,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1303,Dr. Albert,3,NA,NA,NA,NA,1274.064,7,4.666666666666667,2.187292939335267,5.987421100614862,119,1,2019-04-28,NA,NA,22,25.25,28.5,31.75,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1304,Flashpackinbarbie,2,NA,NA,NA,NA,1156.716,6,9,2.1266632605189777,4.605893488873249,120,0,NA,NA,NA,112,112,112,112,112,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1305,Pretty Spectacular,5,NA,NA,NA,NA,1367.9424,5.2,5.2,2.1004374250796922,4.086509413245508,118.6,0,NA,NA,47.86981679175831,14,17.75,21,25.75,34,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1306,Compulsion,1,NA,NA,NA,NA,1106.424,7,3,1.6698437560727717,1.6444546524197166,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1307,Mineshaft Blues,1,NA,NA,NA,NA,1106.424,9,5,1.8573859248495783,2.889818090034269,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1308,Applicator,5,NA,NA,NA,NA,1689.8112,4.4,4.8,1.9426506953372227,5.499771936419009,123.2,0,NA,NA,4.7029650906949385,38,38,40.5,50,71,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1309,Ode to the Hunt,1,NA,NA,NA,NA,1709.928,2,9,1.906952595231636,6.469095264109929,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1310,Wicked Freud,8,NA,NA,NA,NA,1596.7710000000002,2.625,5.5,2.4222773103124786,5.066593221906947,123.125,0,NA,NA,18.743894557252393,6,20.5,31,43.5,64,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1311,Cloontia,7,NA,NA,NA,NA,1580.6057142857144,4.571428571428571,3.857142857142857,2.0978675177404353,6.309015447456581,121.42857142857143,0,NA,NA,NA,15,18,38.5,52.25,69,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1312,Slim Shadey (GB),2,NA,NA,NA,NA,1709.928,7,4,1.932138170360989,6.5478793329608225,122,0,NA,NA,NA,43,43,43,43,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1313,Sycamore Lane,4,NA,NA,NA,NA,1659.636,4.25,4.25,2.1441263911262425,5.963518408384668,123,0,NA,NA,30.642486560352225,32,37,42,49,56,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1314,Tiz a Chance,6,NA,NA,NA,NA,1693.1640000000002,5,2.833333333333333,2.081468376200606,6.408428540040272,120.83333333333333,0,NA,NA,38.74168636476923,13,28,28,29,57,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1315,Call Paul,4,NA,NA,NA,NA,1282.446,4.5,2.25,2.2842773520453576,4.553529068900336,122.75,0,NA,NA,NA,36,40,44,52,60,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1316,Mucho,4,NA,NA,NA,NA,1307.592,4.25,4.333333333333333,2.1931882116508055,4.000928862442395,118.25,0,NA,NA,NA,23,36,49,66,83,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1317,Life's a Parlay,1,NA,NA,NA,NA,1810.512,1,4,2.3911716412477295,2.314931244377287,122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1318,Monongahela,4,NA,NA,NA,NA,1860.804,4.5,3.3333333333333335,2.129099322148269,4.002023707279719,118.25,0,NA,NA,21.490203568035355,33,41,49,67.5,86,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1319,Positive Spirit,1,NA,NA,NA,NA,1810.512,2,3,2.095103922189387,2.2736306799166233,122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1320,Off Topic,4,NA,NA,NA,NA,1835.658,2.75,2.3333333333333335,1.9098586750815554,2.9817158659888325,120,0,NA,NA,NA,27,29.5,32,69,106,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1321,Proud Emma,2,NA,NA,NA,NA,1709.9279999999999,5,7,2.0404900941365036,2.606870381982767,118,0,NA,NA,38.35360691194946,63,63,63,63,63,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1322,World of Trouble,2,NA,NA,NA,NA,1307.592,1,5.5,2.3315263503191543,7.9096576859591154,121.5,0,NA,NA,NA,63,63,63,63,63,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1323,Identity Politics,5,8,3,2,3,1428.2928,3.4,5.75,2.2189076756819546,6.199896551241396,121.8,0,NA,NA,29.082959254467582,34,49.75,63.5,76.25,89,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1324,Tacitus,5,5,3,1,0,2011.68,2,3.8,1.7418235839577423,5.58498804924001,123.8,0,NA,NA,NA,28,33.25,42,52.5,63,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1325,Math Wizard,1,1,1,2,0,1810.512,4,2,2.130043719039295,2.142205854790636,123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1326,Final Jeopardy,3,NA,NA,NA,NA,1743.456,4,4,2.0518955453955927,6.104723668954723,118.66666666666667,0,NA,NA,31.073818578850094,35,40.25,45.5,50.75,56,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1327,Hoffa's Union,1,NA,NA,NA,NA,1810.512,7,10,2.011545989450742,2.4058729944845916,123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1328,Outshine,2,NA,NA,NA,NA,1760.22,7,8,2.052002002122979,3.961537299528704,119,0,NA,NA,NA,63,63,63,63,63,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1329,Overdeliver,3,NA,NA,NA,NA,1542.288,6,2,2.0056804787686433,4.035609839559067,121,0,NA,NA,23.332786981858245,30,43,56,69,82,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1330,Sea Foam,4,5,7,6,1,1709.928,3.25,3.6666666666666665,2.266125664116795,5.361712631417334,123.5,0,NA,NA,52.20825396475394,22,30,38,50.5,63,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1331,Unleveraged,4,4,1,3,0,1785.366,2.25,4.5,1.9912951648152866,5.785765257966048,125.75,0,NA,NA,16.006586393361133,43,44.5,46,69.5,93,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1332,Chantry Flats,4,NA,NA,NA,NA,1760.22,3.25,4.25,2.0848099849270345,6.248995492748671,124.25,0,NA,NA,24.90029740198429,32,39.5,47,94.5,142,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1333,Pioneer Dancer,2,NA,NA,NA,NA,1911.096,5.5,3,1.8918665833827881,3.7955773802706343,117,0,NA,NA,NA,32,32,32,32,32,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1334,Strategic Outlook,8,NA,NA,NA,NA,1508.76,5.5,3.75,2.170177206828726,4.91850538403276,122.5,1,2019-08-11,NA,18.47224291971866,21,31,40,41.5,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1335,Hampton Point,4,NA,NA,NA,NA,1735.074,3.25,5.75,2.4262198967189295,4.923731324226957,125.5,0,NA,NA,NA,30,34.5,39,47,55,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1336,Tide of the Sea,4,5,3,4,1,2061.9719999999998,3.25,5.25,2.1670755856181243,3.2826457460468728,118.5,0,NA,NA,NA,31,31.5,32,54.5,77,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1337,Rhode Island,7,NA,NA,NA,NA,1709.928,5,4.833333333333333,1.9109165621888085,6.745175835706428,125.14285714285714,1,2019-09-14,NA,48.94891057605032,20,20.5,24.5,32.25,37,Belmont,Racing,Turf,Injured,37,NA,2019-09-14,2019-08-08,Yes,1709.92375,1,Backstretch,TRUE,TRUE
1338,Great Going,5,NA,NA,NA,NA,1267.3584,4.2,3.6,1.9578431570145305,6.061625248536443,119.6,0,NA,NA,NA,20,20.75,23.5,28.5,36,Saratoga,Racing,Main Track,Injury - RF Tendon,36,NA,2019-07-19,2019-06-13,No,1408.176,1,After The Race,TRUE,NA
1339,Inspector Lynley,1,NA,NA,NA,NA,1609.344,1,3,2.2082794501230643,1.9196342181565016,123,0,NA,NA,10.244797299547706,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1340,Multiplier,4,NA,NA,NA,NA,1659.636,3.5,6,1.8105098376942153,6.529190943553526,117.25,0,NA,NA,12.838654440018793,30,35,40,50.5,61,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1341,Maraud,4,NA,NA,NA,NA,1709.928,4.5,4,1.8364376763596737,6.912187204044782,121,0,NA,NA,10.867556662374666,27,35.5,44,52,60,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1342,Awesome Saturday,3,NA,NA,NA,NA,1542.288,6,4,1.9750331017963403,4.379436367997089,118,0,NA,NA,15.465276861762366,25,27.75,30.5,33.25,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1343,Black Tide,1,NA,NA,NA,NA,1609.344,5,5,1.8587149073716005,2.465665835228689,120,0,NA,NA,23.345097989998628,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1344,On the Town,4,NA,NA,NA,NA,1760.22,4.25,2.3333333333333335,2.4237937278270465,5.9868688046910155,119.5,0,NA,NA,NA,42,44.5,47,101,155,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1345,Romantic Pursuit,7,NA,NA,NA,NA,1997.3108571428572,3.142857142857143,5.857142857142857,2.084050305805204,6.484537597559313,118.85714285714286,0,NA,NA,NA,23,34.25,38,47,55,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1346,Morelikelythannot,7,NA,NA,NA,NA,1810.512,3.2857142857142856,6.285714285714286,1.9155152847073231,5.042058347736095,124.14285714285714,0,NA,NA,NA,19,27.25,28.5,41,69,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1347,Lido Key,3,6,5,3,3,1743.4560000000001,5.333333333333333,7.333333333333333,1.9099405301075367,5.347136547166431,118,0,NA,NA,NA,34,45.75,57.5,69.25,81,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1348,Unabridged (IRE),2,NA,NA,NA,NA,1760.22,8,7.5,1.6380102604137008,5.407011274144663,119,0,NA,NA,NA,217,217,217,217,217,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1349,Dolores Westworld,2,NA,NA,NA,NA,1709.9279999999999,6,6,1.882838725092188,5.426854660581858,118,0,NA,NA,NA,49,49,49,49,49,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1350,Five Alarm Robin,5,5,7,5,0,1689.8112,5,6.6,1.9066887259058667,5.723373494708152,118.6,0,NA,NA,27.81543482329168,30,44.25,54.5,67.25,89,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1351,Achilles Warrior,4,NA,NA,NA,NA,1282.446,5.5,5.75,2.045165276670059,6.116289058819176,118.5,0,NA,NA,NA,33,37.5,42,60.5,79,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1352,Fixedincome Larry,1,NA,NA,NA,NA,1207.008,6,2,1.802552206606644,2.084242798890853,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1353,All Systems Go,2,NA,NA,NA,NA,1207.008,6,2.5,1.8905794185438727,3.667347638101389,124.5,0,NA,NA,NA,80,80,80,80,80,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1354,American Rule,8,12,16,18,4,1295.019,6.25,4.25,2.166550210317344,6.472372349552133,118.875,0,NA,NA,NA,14,15,23,30,139,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1355,Call Me Kayla,6,NA,NA,NA,NA,1743.4560000000001,3.1666666666666665,5.166666666666667,1.868708736986078,7.803426110628719,122.33333333333333,0,NA,NA,7.260924035138415,24,25,29,32,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1356,Too Cool to Dance,2,NA,NA,NA,NA,1760.22,4.5,3,2.0771571132972335,5.443677688759893,123.5,0,NA,NA,NA,47,47,47,47,47,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1357,Go Rose (GER),2,NA,NA,NA,NA,1659.636,5.5,7,2.343394245856448,6.912435654906364,122.5,0,NA,NA,32.789264351914085,67,67,67,67,67,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1358,War Canoe,9,9,4,4,0,1754.632,2.888888888888889,4,1.927380502480829,4.5959127270900195,122.44444444444444,0,NA,NA,15.879860038278954,18,23.5,27,28,48,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1359,Wegetsdamunnys,7,NA,NA,NA,NA,1896.7268571428572,4.857142857142857,8.285714285714286,2.1485598686778493,4.059152336920998,119.71428571428571,0,NA,NA,9.818057558948821,27,33,42.5,44.5,50,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1360,Keota,5,7,3,2,2,1669.6944,5.2,6.6,2.4082097527180517,5.857200610630982,123.4,0,NA,NA,NA,18,38.25,47,53.25,66,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1361,Little Big Risk,2,NA,NA,NA,NA,1257.3000000000002,2.5,1,0.6627252269824795,8.53462541137428,119.5,0,NA,NA,NA,27,27,27,27,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1362,Skywriting,7,NA,NA,NA,NA,1594.9748571428572,4.142857142857143,3.4285714285714284,2.0077182175476094,8.135500692720424,118.57142857142857,0,NA,NA,20.915023608858306,21,23.5,29.5,40,103,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1363,Samaronti,1,NA,NA,NA,NA,1609.344,3,3,1.9003524222384711,2.307963874551139,118,0,NA,NA,19.967927927563675,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1364,You Tell Me,2,NA,NA,NA,NA,1659.636,2.5,2,2.4617241522381854,3.317558420954471,122,0,NA,NA,32.84391814998822,43,43,43,43,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1365,Laura's Patriot,4,NA,NA,NA,NA,1559.0520000000001,3.5,1.75,1.8913542342665934,6.267943112111797,123.75,0,NA,NA,NA,21,21.5,22,22.5,23,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1366,Rattlesnake Bite,2,NA,NA,NA,NA,1659.636,3.5,1.5,1.8585001339987854,3.825548793701448,124,0,NA,NA,49.8767290884675,8,8,8,8,8,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1367,Candy Boss,1,NA,NA,NA,NA,1709.928,9,9,1.9793979970447184,4.889939045411671,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1368,Prisoner's Dilemma,3,NA,NA,NA,NA,1173.48,6,2.5,2.002806466842417,5.357487240028808,124.33333333333333,0,NA,NA,NA,36,41.5,47,52.5,58,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1369,Gunboat Diplomacy,7,NA,NA,NA,NA,1480.0217142857143,5.857142857142857,3.8333333333333335,2.1983919926922915,4.926700929984353,118.57142857142857,0,NA,NA,36.84487614649552,7,25.25,38.5,59.25,83,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1370,J J Jen,7,NA,NA,NA,NA,1235.7462857142857,5.571428571428571,5.285714285714286,2.070355807918588,5.944205826589969,119.85714285714286,0,NA,NA,NA,20,34,35.5,40.75,58,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1371,Andretta,6,NA,NA,NA,NA,1173.48,4.333333333333333,5.333333333333333,2.100068132148027,5.8213428055474,123.83333333333333,0,NA,NA,NA,27,30,42,58,64,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1372,Tarallucci,9,NA,NA,NA,NA,1262.888,5.888888888888889,7.222222222222222,2.6091204243965116,5.197284477281694,120.11111111111111,0,NA,NA,NA,16,23.75,25.5,47,54,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1373,Summer Fantasy,7,NA,NA,NA,NA,1379.4377142857143,5.285714285714286,5.6,2.273409074125297,4.650391961777839,118.57142857142857,0,NA,NA,45.223419362434655,22,30.25,44,49.5,52,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1374,Beautiful Lover,1,NA,NA,NA,NA,1609.344,1,6,2.349222788622815,7.444337272174506,121,0,NA,NA,18.67702749818568,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1375,Makeme Dream,2,NA,NA,NA,NA,1659.636,5,2,3.288038939038681,5.905451772108714,120.5,0,NA,NA,31.608718663006357,199,199,199,199,199,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1376,Western Curl,1,NA,NA,NA,NA,1609.344,3,3,2.1090553325615495,6.84852455960051,121,0,NA,NA,19.364845758727267,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1377,Style and Grace,3,NA,NA,NA,NA,1709.928,3.3333333333333335,3.6666666666666665,2.2375625169301796,6.4180303944564105,121.66666666666667,0,NA,NA,23.492150787465988,25,25.5,26,26.5,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1378,Multi Strategy,1,NA,NA,NA,NA,1609.344,6,7,2.080322044763598,6.269488645521676,121,0,NA,NA,30.98062744348131,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1379,Red Mule,6,6,4,2,0,1240.536,4,4.833333333333333,2.0150732674842877,5.696087442831192,120.33333333333333,0,NA,NA,NA,21,22,24,35,129,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1380,Cube,1,NA,NA,NA,NA,1207.008,7,4,2.1152084327899514,3.048782236690558,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1381,Don Ciccio,4,NA,NA,NA,NA,1207.008,6.25,4.25,2.2797951726149477,5.3801186739852565,119.75,0,NA,NA,NA,56,59.5,63,75.5,88,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1382,Serengeti Cat,1,NA,NA,NA,NA,1609.344,4,3,2.036396036931708,5.5286622315800225,126,0,NA,NA,53.31319353787233,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1383,Cairo Queen,7,NA,NA,NA,NA,1508.76,5.285714285714286,4.714285714285714,2.072387036352376,4.333983434628235,119.28571428571429,0,NA,NA,38.1871638187959,25,30.75,36.5,46,77,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1384,My Galina,4,NA,NA,NA,NA,1207.008,2.75,3.666666666666667,2.155895823048528,3.9128666994831027,117.75,0,NA,NA,NA,37,43,49,53,57,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1385,Bye Bye Nicky,7,NA,NA,NA,NA,1221.3771428571429,4.428571428571429,4.428571428571429,2.5109387049538086,4.796244484759086,119.28571428571429,0,NA,NA,NA,20,22.75,31,37.75,82,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1386,Stylishly,1,NA,NA,NA,NA,1207.008,3,2,1.899214711308832,2.0982875178832505,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1387,Daddy's Melody,1,NA,NA,NA,NA,1207.008,4,8,1.889058055797183,2.2073482447949635,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1388,Nymphesa (GER),1,NA,NA,NA,NA,1207.008,5,5,1.9153097702474935,2.1323167228398647,118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1389,Her Latest Film,1,NA,NA,NA,NA,1207.008,6,1,1.89109609857389,2.172314009427771,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1390,Laquezza,2,NA,NA,NA,NA,1257.3000000000002,7.5,4,1.9890040907499775,3.9709680643271597,118,0,NA,NA,NA,56,56,56,56,56,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1391,Zandora,9,NA,NA,NA,NA,1464.056,5.333333333333333,2,1.9497242107592678,6.593855077671804,120,0,NA,NA,26.7878965742116,17,21,21.5,24.75,93,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
